Alchemical Hydra#Electric,Earth,50,150,150,75,150,45,45,45,"8619,8617","35 (default),26x2 (empowered)","Ranged,Magic",0,1100,100,100,100,260,260,6
Alchemical Hydra#Extinguished,Earth,50,150,150,75,150,45,45,45,"8621,8622",55,"Ranged,Magic",0,1100,100,100,100,260,260,4
Alchemical Hydra#Fire,Earth,50,150,150,75,150,45,45,45,"8620,8618","35 (default),52 (empowered)","Ranged,Magic",0,1100,100,100,100,260,260,6
Alchemical Hydra#Serpentine,Earth,50,150,150,75,150,45,45,45,"8615,8616","17x2 (default),26x2 (empowered)","Ranged,Magic",0,1100,100,100,100,260,260,6
Alexis,,,-21,-21,-21,-21,-21,-21,-21,2623,2,Crush,0,60,10,10,10,1,1,4
Alomone,,,0,8,5,6,0,0,0,-1,2,Crush,0,25,10,10,4,1,1,4
Alrik,,,0,0,0,0,0,0,0,3676,1,Crush,0,1,1,1,1,1,1,4
Ammonite Crab,Earth,25,0,0,0,0,0,0,0,7799,1,Crush,0,100,1,1,1,1,1,4
Amoxliatl (Echo),fire,30,20,40,100,100,40,40,40,-1,93,Magic,-2,650,0,0,80,240,0,8
Amoxliatl#Post-quest,Fire,30,100,40,100,100,200,200,200,13685,22 (standard)<br/>34 (Icicle Crash),Magic,-2,520,0,0,80,170,0,8
Amoxliatl#Quest,Fire,30,100,40,100,100,200,200,200,13686,16 (standard)<br/>? (Icicle Crash),Magic,-2,400,0,0,60,140,0,8
Ancient Custodian,Fire,30,0,80,50,-30,5,60,-10,14520,19,Crush,0,330,240,180,80,80,1,4
Ancient feral vyre#1,,,0,20,0,20,0,0,0,"15760,16229",10,Slash,0,81,144,88,88,1,1,4
Ancient feral vyre#2,,,0,20,0,20,0,0,0,16230,10,Slash,0,81,144,88,88,1,1,4
Ancient feral vyre#3,,,0,20,0,20,0,0,0,16231,10,Slash,0,81,144,88,88,1,1,4
Ancient feral vyre#4,,,0,20,0,20,0,0,0,16232,10,Slash,0,81,144,88,88,1,1,4
Ancient Guardian (Desert Treasure II),,,10,20,50,40,50,50,50,"12336,12337",12,Crush,0,100,180,110,100,100,0,5
Ancient Guardian#Golem,,,5,0,40,40,30,30,30,"10654,10665",7,Crush,0,40,25,33,25,1,1,5
Ancient Guardian#Rubble,,,5,0,40,40,30,30,30,10666,7,Crush,0,40,25,33,25,1,1,5
Ancient Wizard#Mage,,,0,0,0,0,0,0,0,7307,18,Magic,0,80,50,30,20,150,1,4
Ancient Wizard#Melee,,,0,0,0,0,0,0,0,7309,36,Stab,0,80,120,150,20,80,1,4
Ancient Wizard#Ranger,,,0,0,0,0,0,0,0,7308,23,Ranged,0,80,50,30,20,80,150,4
Ancient Wyvern,Air,35,170,70,50,70,120,90,120,7795,"10 (Ranged),16 (Melee),44 (Icy breath),10 (Icy breath with Elemental shield equipped)","Slash,Typeless Ranged,Icy breath",0,300,150,150,150,90,90,5
Ancient Zygomite,Fire,40,30,20,20,20,30,30,30,7797,"9 (melee),10 (ranged)","Magical melee,Magical ranged",0,150,80,80,80,80,80,4
Angry barbarian spirit,Air,30,-3,2,0,3,2,2,2,5563,18,Crush,0,190,150,140,100,1,1,4
Angry bear#Level 40,,,0,0,0,0,,,,1060,5,Stab,0,200,37,38,38,1,1,4
Angry bear#Level 47,,,0,0,0,0,0,0,0,4692,5,Stab,0,50,38,41,38,1,1,4
Angry giant rat#Level 45,,,,,,,,,,1062,5,Stab,0,200,37,38,38,1,1,4
Angry giant rat#Level 47,,,0,0,0,0,0,0,0,"4689,4690",5,Stab,0,50,38,41,38,1,1,4
Angry goblin#Level 45,,,,,,,,,,1065,5,Stab,0,200,37,38,38,1,1,4
Angry goblin#Level 47,,,0,0,0,0,0,0,0,4691,5,Stab,0,50,38,41,38,1,1,4
Angry tortugan,,,30,50,80,80,80,80,80,15170,7,Stab,0,75,90,65,50,40,1,5
Angry unicorn#Level 45,,,,,,,,,,1061,5,Stab,0,200,37,38,38,1,1,4
Angry unicorn#Level 47,,,0,0,0,0,0,0,0,4688,5,Stab,0,50,38,41,38,1,1,4
Animated Adamant Armour,Earth,30,400,19,50,25,400,400,400,2455,12,Crush,0,99,99,99,99,1,1,4
Animated Black Armour,Earth,30,400,19,50,25,400,400,400,2453,7,Stab,0,60,60,60,60,1,1,4
Animated Bronze Armour,Earth,30,400,19,50,25,400,400,400,2450,2,Crush,0,10,10,10,10,1,1,4
Animated Iron Armour,Earth,30,400,19,50,25,400,400,400,2451,3,Crush,0,20,20,20,20,1,1,4
Animated Mithril Armour,Earth,30,400,19,50,25,400,400,400,2454,10,Stab,0,80,80,80,80,1,1,4
Animated Rune Armour,Earth,30,400,19,50,25,400,400,400,2456,14,Stab,0,120,120,120,120,1,1,4
Animated spade,Earth,25,5,5,15,10,10,10,10,6470,6,Stab,0,40,40,55,40,1,1,4
Animated Steel Armour,Earth,30,400,19,50,25,400,400,400,2452,5,Stab,0,40,40,40,40,1,1,4
Animated steel armour (Tarn's Lair),Earth,30,400,25,50,25,400,400,400,6438,5,Stab,0,50,50,50,2,2,2,4
Anja,,,-21,-21,-21,-21,-21,-21,-21,3285,1,Crush,0,7,1,1,1,1,1,4
Ankou#Level 75,Air,40,0,0,0,0,0,0,0,"2514,2517",8,Crush,0,60,70,70,60,1,1,4
Ankou#Level 82,Air,40,0,0,0,0,0,0,0,"2515,2518",8,Crush,0,65,80,70,70,1,1,4
Ankou#Level 86,Air,40,0,0,0,0,0,0,0,"2516,2519,6608",8,Crush,0,70,75,75,80,1,1,4
Ankou#Level 95,Air,40,0,0,0,0,0,0,0,7257,8,Crush,0,60,100,70,100,1,1,4
Ankou#Level 98,Air,40,0,0,0,0,0,0,0,7864,10,Crush,0,100,75,90,80,1,1,4
Apparition#Apmeken,Air,40,50,65,65,65,0,0,0,4196,6,Magic,0,70,30,40,40,85,1,4
Apparition#Crondis,Air,40,70,15,15,15,70,70,70,4198,6,Magic,0,60,80,70,40,40,1,4
Apparition#Het,Air,40,0,0,0,0,0,0,0,4195,9,Slash,0,75,80,83,40,1,1,4
Apparition#Scabaras,Air,40,0,30,30,30,70,70,70,4197,8,Slash,0,50,70,70,40,1,1,4
Aquanite#Lure,,,140,80,60,80,100,100,100,15497,18,Magic,0,180,1,1,70,170,1,5
Aquanite#No lure,,,140,80,10,80,100,100,100,15498,18,Magic,0,180,1,1,70,170,1,5
Araxxor#Enraged,Fire,50,237,15,160,75,218,218,218,13668,38 (melee) <br/> 21 (magic) <br/> 34 (ranged),All,0,1020,320,320,170,218,241,4
Araxxor#In combat,Fire,50,237,15,160,75,218,218,218,13668,38 (melee) <br/> 21 (magic) <br/> 34 (ranged),"Crush,'""`UNIQ--ref-00000040-QINU`""' Magic,Ranged",0,1020,320,320,135,190,210,6
Araxyte#Level 146,Fire,50,20,20,60,30,20,20,20,"11176,13667",17,Crush,0,100,160,160,70,80,1,4
Araxyte#Level 96,Fire,50,20,20,60,30,20,20,20,"11175,13666",13,Crush,0,60,80,125,60,60,1,4
Arcane Scarab,Fire,50,75,30,15,250,50,50,50,11726,22,Magic,0,40,75,80,80,100,95,6
Archer (Ardougne),,,10,27,18,23,19,19,19,3301,6,Ranged,0,50,20,20,20,1,40,6
Archer (Burthorpe),,,18,49,39,50,45,45,45,"4096,4097,4098",6,Ranged,0,50,0,0,40,1,40,6
Arianwyn (Nightmare Zone)#Hard Mode,,,260,80,80,80,180,180,180,9246,"56,66 (special attack)",Ranged,0,300,0,0,102,102,552,5
Arianwyn (Nightmare Zone)#Normal Mode,,,260,80,80,80,180,180,180,9248,"38,47 (special attack)",Ranged,0,300,0,0,102,102,368,5
Arianwyn#In combat,,,260,80,80,80,180,180,180,"8865,9248","38,47 (special attack)",Ranged,0,300,0,0,102,102,368,5
Armadylean guard,Air,30,3,0,0,0,0,0,0,6587,10,Ranged,0,132,1,1,82,80,90,4
Armoured Foe,,,900,275,275,275,,,,7750,,,0,1500,500,420,500,1,1,
Armoured kraken,Earth,50,-63,0,0,0,125,125,175,15210,18,Magic,0,231,1,1,150,175,1,5
Armoured zombie (Defender of Varrock)#Melee (invasion),Fire,50,0,0,20,20,10,10,10,"12730,12731,12732,12733,12734,12736,12738,12755,12757,12758",8,Crush,1,75,73,72,68,1,1,4
Armoured zombie (Defender of Varrock)#Ranged (invasion),Fire,50,0,0,20,20,10,10,10,"12735,12738,12739,12761,12763,12764",8,Ranged,1,75,73,72,68,1,72,4
Armoured zombie (The Curse of Arrav)#1,Fire,50,-50,5,5,5,-100,-100,-100,14135,10,None,0,10,106,94,10,1,1,-1
Armoured zombie (The Curse of Arrav)#2,Fire,50,-50,5,5,5,-100,-100,-100,14136,10,None,0,10,106,94,10,1,1,-1
Armoured zombie (Zemouregal's Base)#Melee,Fire,50,0,0,20,20,10,10,10,"12720,12721,12722,12723,12724",8,Crush,1,75,73,72,68,1,1,4
Armoured zombie (Zemouregal's Base)#Ranged,Fire,50,0,0,20,20,10,10,10,"12725,12726,12727,12728,12729",8,Ranged,1,75,73,72,68,1,72,4
"Armoured zombie (Zemouregal's Fort)#Melee, 1",Fire,50,0,0,20,20,10,10,10,14113,10,Crush,2,95,106,94,68,1,1,4
"Armoured zombie (Zemouregal's Fort)#Melee, 2",Fire,50,0,0,20,20,10,10,10,14114,10,Crush,2,95,106,94,68,1,1,4
"Armoured zombie (Zemouregal's Fort)#Melee, 3",Fire,50,0,0,20,20,10,10,10,14115,10,Crush,2,95,106,94,68,1,1,4
"Armoured zombie (Zemouregal's Fort)#Melee, 4",Fire,50,0,0,20,20,10,10,10,14116,10,Crush,2,95,106,94,68,1,1,4
"Armoured zombie (Zemouregal's Fort)#Melee, 5",Fire,50,0,0,20,20,10,10,10,14117,10,Crush,2,95,106,94,68,1,1,4
"Armoured zombie (Zemouregal's Fort)#Ranged, 1",Fire,50,0,0,20,20,10,10,10,14118,10,Ranged,2,95,106,94,68,1,94,4
"Armoured zombie (Zemouregal's Fort)#Ranged, 2",Fire,50,0,0,20,20,10,10,10,14119,10,Ranged,2,95,106,94,68,1,94,4
"Armoured zombie (Zemouregal's Fort)#Ranged, 3",Fire,50,0,0,20,20,10,10,10,14120,10,Ranged,2,95,106,94,68,1,94,4
"Armoured zombie (Zemouregal's Fort)#Ranged, 4",Fire,50,0,0,20,20,10,10,10,14121,10,Ranged,2,95,106,94,68,1,94,4
"Armoured zombie (Zemouregal's Fort)#Ranged, 5",Fire,50,0,0,20,20,10,10,10,14122,10,Ranged,2,95,106,94,68,1,94,4
Arrav,,,160,40,80,80,80,80,80,14132,30,Crush,0,600,220,220,150,150,0,5
Arrg,Earth,50,200,35,35,60,200,200,200,"643,642","38 (melee),30 (ranged)","Slash,Ranged",0,140,70,140,40,0,70,4
Arrg (Nightmare Zone)#Hard Mode,Earth,50,200,35,35,60,200,200,200,6331,"74 (melee),30 (ranged)",Ranged,0,255,140,280,40,0,140,5
Arrg (Nightmare Zone)#Normal Mode,Earth,50,200,35,35,60,200,200,200,6392,"38 (melee),30 (ranged)",Ranged,0,140,70,140,40,0,70,5
Artio,,,0,110,125,110,40,40,40,11992,"35 (Crush),50 (Magic),17 (Ranged)","Crush,Magic,Ranged",0,450,250,270,150,90,120,5
Arzinian Avatar of Magic#Invincible,,,,,,,,,,1233,15,Magic,0,200,10,100,130,150,0,4
Arzinian Avatar of Magic#Level 125,,,20,80,80,80,15,15,15,1234,13,Magic,0,100,10,90,120,120,0,4
Arzinian Avatar of Magic#Level 75,,,15,40,40,40,10,10,10,1235,8,Magic,0,70,10,50,75,75,0,4
Arzinian Avatar of Ranging#Invincible,,,,,,,,,,1230,17,Ranged,0,200,20,110,130,0,140,4
Arzinian Avatar of Ranging#Level 125,,,80,15,15,15,20,20,20,1231,14,Ranged,0,100,10,100,120,0,110,4
Arzinian Avatar of Ranging#Level 75,,,40,10,10,10,15,15,15,1232,9,Ranged,0,70,10,40,75,0,75,4
Arzinian Avatar of Strength#Invincible,,,,,,,,,,1227,14,Crush,0,200,150,130,120,0,0,4
Arzinian Avatar of Strength#Level 125,,,15,20,20,20,80,80,80,1228,11,Crush,0,100,110,100,95,0,0,4
Arzinian Avatar of Strength#Level 75,,,10,15,15,15,40,40,40,1229,7,Crush,0,70,70,65,50,0,0,4
Assassin,,,200,80,60,30,50,50,50,12062,39,"Slash,Ranged",0,400,140,140,140,140,140,4
Assassin (A Kingdom Divided),,,20,50,50,50,50,50,50,10940,12,"Melee,Ranged",0,120,112,112,92,92,112,4
Assassin (A Kingdom Divided),,,20,50,50,50,50,50,50,10941,12,"Melee,Ranged",0,120,112,112,92,92,112,4
Assassin (While Guthix Sleeps)#1,,,30,15,10,10,20,30,60,13514,"20 (normal),105+ (special attack)","Ranged,Slash",0,275,50,70,70,30,110,5
Assassin (While Guthix Sleeps)#2,,,30,15,10,10,20,30,60,13515,"20 (normal),105+ (special attack)","Ranged,Slash",0,275,50,70,70,30,110,5
Asyn Shade#Shade,Air,40,0,0,0,0,0,0,0,1284,9,Crush,-3,90,102,84,70,0,0,4
Asyn Shade#Shadow,Air,40,0,0,0,0,0,0,0,1283,9,Crush,-3,90,102,84,70,0,0,4
Asyn shadow (Temple Trekking),Air,40,0,0,0,0,0,0,0,5632,11,Crush,0,94,110,96,80,50,50,4
Avatar of Creation,,,20,20,20,20,20,20,20,10531,54,Crush,0,1500,160,320,10,10,0,6
Avatar of Destruction,,,20,20,20,20,20,20,20,10532,54,Crush,0,1500,160,320,10,10,0,6
Aviansie#Level 131,Air,45,0,0,0,0,0,0,-20,3183,15,Ranged,0,115,1,1,175,1,143,4
Aviansie#Level 137,Air,45,0,0,0,0,0,0,-20,3175,15,Ranged,0,124,1,1,160,1,136,4
Aviansie#Level 148,Air,45,0,0,0,0,0,0,-20,3176,16,Ranged,0,139,1,1,160,1,151,4
Aviansie#Level 69,Air,45,0,0,0,0,0,0,-20,3169,8,Ranged,0,70,1,1,70,1,71,4
Aviansie#Level 71,Air,45,0,0,0,0,0,0,-20,3177,10,Ranged,0,63,1,1,55,1,86,4
Aviansie#Level 73,Air,45,0,0,0,0,0,0,-20,3178,10,Ranged,0,67,1,1,55,1,89,4
Aviansie#Level 79 (1),Air,45,0,0,0,0,0,0,-20,3170,9,Ranged,0,83,1,1,70,1,85,4
Aviansie#Level 79 (2),Air,45,0,0,0,0,0,0,-20,3179,11,Ranged,0,77,1,1,55,1,96,4
Aviansie#Level 83,Air,45,0,0,0,0,0,0,-20,3172,9,Ranged,0,86,1,1,100,1,76,4
Aviansie#Level 84,Air,45,0,0,0,0,0,0,-20,3171,10,Ranged,0,86,1,1,70,1,93,4
Aviansie#Level 89,Air,45,0,0,0,0,0,0,-20,3180,12,Ranged,0,69,1,1,115,1,89,4
Aviansie#Level 92,Air,45,0,0,0,0,0,0,-20,3173,10,Ranged,0,95,1,1,100,1,90,4
Aviansie#Level 94,Air,45,0,0,0,0,0,0,-20,3181,11,Ranged,0,75,1,1,115,1,96,4
Aviansie#Level 97 (1),Air,45,0,0,0,0,0,0,-20,3174,11,Ranged,0,98,1,1,100,1,99,4
Aviansie#Level 97 (2),Air,45,0,0,0,0,0,0,-20,3182,11,Ranged,0,79,1,1,115,1,101,4
Awakened Altar,,,,,,,,,,"7288,7290,7292,7294",0 (Does not attack),None,0,100,1,1,1,1,1,-1
Ba-Ba,,,280,240,80,160,200,120,200,"11778,11779,11780",24,"Crush,Ranged",0,380,150,160,80,100,0,6
Baboon,,,50,50,10,50,50,50,50,11781,1?,Ranged,0,10,0,0,50,50,80,4
Baboon Brawler#Level 56,,,-60,900,900,900,900,900,900,11709,5,Crush,0,25,40,40,12,40,40,4
Baboon Brawler#Level 68,,,-60,900,900,900,900,900,900,11712,7,Crush,0,30,60,60,20,60,40,4
Baboon Mage#Level 56,,,900,900,900,900,-50,-50,-50,11711,5,Magic,0,20,40,40,12,40,40,4
Baboon Mage#Level 68,,,900,900,900,900,-50,-50,-50,11714,7,Magic,0,25,60,60,20,60,40,4
Baboon Shaman,,,900,900,900,900,-50,-50,-50,11715,7,Magic,0,40,60,60,20,60,60,8
Baboon Thrall,,,0,0,0,0,0,0,0,11718,5,Crush,0,2,40,40,12,40,40,4
Baboon Thrower#Level 56,,,900,-50,-50,-50,900,900,900,11710,5,Ranged,0,30,40,40,12,40,40,4
Baboon Thrower#Level 68,,,900,-50,-50,-50,900,900,900,11713,7,Ranged,0,35,60,60,20,60,40,4
Baby black dragon#Myths' Guild,,,40,50,0,50,30,5,30,7955,11,Slash,0,80,70,70,70,1,1,4
Baby black dragon#Normal,Water,50,40,50,0,50,30,5,30,"1871,1872",11,Slash,0,80,70,70,70,1,1,4
Baby blue dragon (Realm of Memories),,,40,50,30,50,30,30,30,-1,,Melee,0,50,40,40,40,1,1,4
Baby blue dragon#1,Water,50,40,50,0,50,30,5,30,241,5,Slash,0,50,40,40,40,1,1,4
Baby blue dragon#2,Water,50,40,50,0,50,30,5,30,242,5,Slash,0,50,40,40,40,1,1,4
Baby blue dragon#3,Water,50,40,50,0,50,30,5,30,243,5,Slash,0,50,40,40,40,1,1,4
"Baby blue dragon#Ruins of Tapoyauik, 1",Fire,50,40,50,0,50,30,5,30,14105,5,Slash,0,50,40,40,40,1,1,4
"Baby blue dragon#Ruins of Tapoyauik, 2",Fire,50,40,50,0,50,30,5,30,14106,5,Slash,0,50,40,40,40,1,1,4
Baby dragon (unused),,,,,,,,,,-1,,,0,,,,,,,
Baby green dragon#1,Water,50,40,50,0,50,30,30,30,5194,5,Slash,0,50,40,40,40,1,1,4
Baby green dragon#2,Water,50,40,50,0,50,30,30,30,5872,5,Slash,0,50,40,40,40,1,1,4
Baby green dragon#3,Water,50,40,50,0,50,30,30,30,5873,5,Slash,0,50,40,40,40,1,1,4
Baby impling#Overworld,,,10,-10,-10,-10,-10,-10,-10,1635,N/A,N/A,0,10,0,0,0,1,1,0
Baby impling#Puro-Puro,,,10,-10,-10,-10,-10,-10,-10,1645,N/A,N/A,0,10,0,0,0,1,1,0
Baby leviathan,,,,,,,,,,-1,,,0,150,,,55,,80,
Baby red dragon (Construction),Water,50,40,50,30,50,30,30,30,137,6,Slash,0,65,55,55,55,1,1,4
Baby red dragon#1,Water,50,40,50,0,50,30,10,30,244,5,Slash,0,50,40,40,40,1,1,4
Baby red dragon#2,Water,50,40,50,0,50,30,10,30,245,5,Slash,0,50,40,40,40,1,1,4
Baby red dragon#3,Water,50,40,50,0,50,30,10,30,246,5,Slash,0,50,40,40,40,1,1,4
Baby Roc,Air,30,150,0,0,0,0,0,0,762,8,Crush,0,50,70,70,70,1,1,4
Baby sea kraken,,,-63,0,0,0,50,0,40,-1,7,Magic,0,50,1,1,75,60,1,5
Baby tanglefoot#Brown,Fire,20,0,0,0,0,0,0,0,5854,5,Slash,0,40,40,38,40,1,1,4
Baby tanglefoot#Tan,Fire,20,0,0,0,0,0,0,0,5853,5,Slash,0,40,40,38,40,1,1,4
Balance Elemental#Magic,,,-40,-40,5,0,0,-40,5,13530,40 (standard)<br>89 (stat-draining),Magic,0,750,275,286,275,275,275,6
Balance Elemental#Melee,,,-40,-40,5,0,0,-40,5,13529,40 (standard)<br>89 (stat-draining),Crush,0,750,275,286,275,275,275,6
Balance Elemental#Ranged,,,-40,-40,5,0,0,-40,5,13528,40 (standard)<br>89 (stat-draining),Ranged,0,750,275,286,275,275,275,6
Balfrug Kreeyath,Water,25,10,0,0,0,0,0,0,3132,16,Magic,0,161,115,60,153,150,1,5
Bandit (Bandit Camp)#Level 57,,,0,0,0,0,0,0,0,695,6,Crush,0,50,50,50,50,1,1,4
Bandit (Bandit Camp)#Level 74,,,0,0,0,0,0,0,0,690,7,Crush,0,65,65,65,65,1,1,4
Bandit (Pollnivneach)#Bearded,,,10,8,0,9,0,0,0,"736,737",7,Slash,0,30,40,50,20,1,1,4
Bandit (Pollnivneach)#No beard,,,10,8,0,9,0,0,0,"734,735",9,Slash,0,30,59,70,30,1,1,4
Bandit (Shayzien),,,1,5,4,8,4,4,4,"11063,11064,11065",3,Stab,0,27,17,17,17,1,1,4
Bandit (Varlamore),,,1,5,4,8,4,4,4,"13283,13284,13285,13286,13287,13288,13289,13290",4,Crush,0,27,17,22,17,1,1,4
Bandit champion,,,0,10,9,8,0,0,0,738,10,Slash,0,50,59,80,50,0,0,4
Bandit#Level 130,,,0,22,0,23,0,0,0,6605,12,Stab,0,155,57,57,57,1,1,4
Bandit#Level 22,,,0,2,0,3,0,0,0,1026,3,Stab,0,27,17,17,17,1,1,4
Bandosian guard,,,5,13,12,14,13,13,13,6588,13,Stab,0,130,110,115,80,1,1,5
Banshee,Air,30,0,5,5,5,5,5,5,414,"2,6 (without Earmuffs)",Magical melee,0,22,22,15,22,1,1,4
Barbarian (Barbarian Camp)#Level 10 (2h sword),,,-3,2,0,3,2,2,2,10984,2,Crush,0,18,8,7,3,1,1,4
Barbarian (Barbarian Camp)#Level 10 (greataxe),,,-3,2,0,3,2,2,2,10985,2,Crush,0,18,8,7,3,1,1,4
Barbarian (Barbarian Camp)#Level 10 (spear),,,-3,2,0,3,2,2,2,10987,2,Crush,0,18,8,7,3,1,1,4
Barbarian (Barbarian Camp)#Level 15,,,-3,2,0,3,2,2,2,10986,2,Ranged,0,24,15,3,10,1,15,4
Barbarian (Barbarian Camp)#Level 9,,,-3,10,0,10,5,5,5,10988,2,Crush,0,20,6,7,3,1,1,4
Barbarian Warlord,,,0,15,15,20,10,10,10,10989,10,Crush,0,80,90,90,50,40,1,6
Barbarian woman (historical),,,,,,,,,,-1,,,0,,,,,,,
Barbarian#Level 10 (Acelin),,,-3,2,0,3,2,2,2,3065,2,Crush,0,18,8,7,3,1,1,4
Barbarian#Level 10 (Adelino),,,-3,2,0,3,2,2,2,3066,2,Crush,0,18,8,7,3,1,1,4
Barbarian#Level 10 (Adolpho),,,-3,2,0,3,2,2,2,3067,2,Crush,0,18,8,7,3,1,1,4
Barbarian#Level 10 (Edelschwarz),,,-3,2,0,3,2,2,2,3071,2,Crush,0,18,8,7,3,1,1,4
Barbarian#Level 10 (Fafner),,,-3,2,0,3,2,2,2,3056,2,Crush,0,18,8,7,3,1,1,4
